p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	peak
9.14013053618361e-08	1.56429573097068	0.129	0.042	0.0428333023304119	C1	chr15-48109704-48112726
9.14052582845635e-08	1.02398254469455	0.153	0.073	0.0428351547846367	C1	chr12-109832742-109833773
9.49770204789546e-08	0.963042171579167	0.219	0.111	0.044508986130032	C1	chr16-75423302-75424761
9.69780767367216e-08	0.593745625967438	0.137	0.088	0.0454467391230531	C1	chr4-169143068-169144314
9.72847530737477e-08	1.20593657209777	0.111	0.047	0.0455904565481973	C1	chr7-66535357-66536384
9.81024220223977e-08	1.10277119938317	0.1	0.046	0.0459736399299342	C1	chr16-13766047-13767560
9.9350510657853e-08	1.68560004136712	0.111	0.034	0.046558530459079	C1	chr5-31711179-31712559
2.50235630878354e-21	1.94942330300667	0.118	0.031	1.17267673462892e-15	C2	chr2-207393942-207395819
8.46564725541999e-19	1.17672359925662	0.258	0.114	3.96724780766022e-13	C2	chr8-143948339-143948874
2.06939270655742e-18	1.56913236464714	0.147	0.049	9.69777434681295e-13	C2	chr1-17167671-17168762
5.20594641069783e-18	1.52015036338336	0.234	0.083	2.43965746049891e-12	C2	chr1-235910209-235911014
7.57066374579251e-18	1.03632746394602	0.259	0.125	3.547832580527e-12	C2	chr2-236641961-236643691
2.51528236900587e-17	0.967181566241046	0.194	0.101	1.17873426130485e-11	C2	chr1-119000988-119002614
6.83897734711595e-17	1.31277755379931	0.151	0.062	3.2049431152016e-11	C2	chr16-88245028-88246074
8.69210686414055e-17	1.66721938315178	0.149	0.047	4.07337334763532e-11	C2	chr12-65631313-65632683
3.17223614779512e-16	1.32573286617276	0.188	0.076	1.48660185370508e-10	C2	chr1-235010844-235013036
3.20040277000425e-16	0.954883356849716	0.269	0.139	1.49980154970432e-10	C2	chr20-41002826-41004170
5.36674530142058e-16	1.3500319657713	0.167	0.065	2.51501248385942e-10	C2	chrX-150200340-150201672
1.78785747922386e-15	1.62676985022573	0.13	0.042	8.37841862631197e-10	C2	chr10-33128777-33130291
2.29060312255683e-15	0.957830012556921	0.287	0.149	1.07344305072068e-09	C2	chr4-1043322-1044498
2.63932530337316e-15	1.67726407807463	0.169	0.052	1.23686437759446e-09	C2	chr12-92592728-92594548
2.91259038976003e-15	1.01485926934055	0.265	0.132	1.36492432176285e-09	C2	chr7-139915586-139917473
3.06520627661825e-15	1.08053905008826	0.222	0.106	1.43644455220534e-09	C2	chr7-151038647-151040280
3.20966203700171e-15	1.22152551585623	0.191	0.082	1.50414071073807e-09	C2	chr5-136057408-136059120
3.244280368775e-15	1.55119932127497	0.132	0.046	1.52036386493866e-09	C2	chr14-50037853-50039201
4.4634337192276e-15	1.30531151367223	0.191	0.077	2.09169448040791e-09	C2	chr20-25237393-25238251
4.69460771632558e-15	1.25379475155369	0.207	0.086	2.20002931949394e-09	C2	chr22-30205195-30206157
5.39981226925273e-15	1.50212783081221	0.174	0.062	2.53050862392764e-09	C2	chr10-122468347-122469699
6.42128306559048e-15	0.970834155262894	0.225	0.117	3.0091994617446e-09	C2	chr6-82143424-82145335
7.10091051289291e-15	1.6022768030503	0.125	0.042	3.32769259274649e-09	C2	chr12-12901045-12902223
1.25224129202495e-14	1.57875109127644	0.153	0.053	5.86836584440358e-09	C2	chr5-180330427-180331552
1.29274376656377e-14	1.19773180398077	0.199	0.087	6.05817218581014e-09	C2	chr12-13346824-13348104
1.43174304887092e-14	1.12277136117895	0.269	0.127	6.70956313249331e-09	C2	chr11-12286762-12288854
1.43711275811556e-14	1.35558616917805	0.153	0.061	6.73472714722935e-09	C2	chr15-70492091-70493592
1.61685628207918e-14	1.48714343662397	0.163	0.06	7.57705742614482e-09	C2	chr2-33069089-33070988
3.50941002444705e-14	1.73702749438328	0.168	0.052	1.6446113103466e-08	C2	chr12-107514931-107516373
3.91647034038796e-14	1.54955107498755	0.146	0.05	1.83537157914567e-08	C2	chr1-225699664-225701151
5.23779410375743e-14	1.0714912402735	0.204	0.095	2.45458221304974e-08	C2	chr12-12397816-12398989
5.97801414811806e-14	0.915886824908781	0.252	0.134	2.80147079221842e-08	C2	chr7-116316521-116318045
6.29192536508535e-14	0.930246506244144	0.388	0.209	2.94857869191458e-08	C2	chr2-9702555-9704193
1.33194920333312e-13	0.727960108148218	0.267	0.163	6.24190023208794e-08	C2	chr1-223706969-223708211
1.37599806876225e-13	1.14917239380208	0.159	0.071	6.44832598965983e-08	C2	chr3-190585234-190587657
1.38290477551104e-13	1.6682370516649	0.171	0.054	6.48069282042961e-08	C2	chr11-13215786-13217101
1.51901765546459e-13	1.0628163333165	0.261	0.124	7.11855724862715e-08	C2	chr1-233112152-233113895
1.52481626378193e-13	0.923968058692072	0.281	0.154	7.14573120879862e-08	C2	chr7-130008655-130011257
2.890158254671e-13	1.23668890221434	0.194	0.082	1.35441197272822e-07	C2	chr2-119252274-119253298
3.25243514225078e-13	1.1374857792085	0.174	0.081	1.52418542827784e-07	C2	chr1-201295716-201296550
4.17544862103281e-13	0.916457249726891	0.2	0.106	1.95673631182599e-07	C2	chr19-3450534-3451857
5.63402533869167e-13	1.20851098974964	0.219	0.095	2.64026766044574e-07	C2	chr11-86743106-86744017
5.74641754835277e-13	1.36776283981266	0.13	0.05	2.69293790926701e-07	C2	chr20-40561097-40562569
6.21641405788533e-13	1.25947021699242	0.269	0.115	2.91319190353274e-07	C2	chr21-34807245-34809003
6.64908476518526e-13	1.0513202484933	0.159	0.077	3.11595394442401e-07	C2	chr11-64334827-64335392
6.8124228399704e-13	1.19108509073824	0.176	0.078	3.19249890307249e-07	C2	chr10-127990095-127992272
7.44744844452057e-13	1.35061674664681	0.138	0.054	3.49009031710723e-07	C2	chr12-30794699-30797214
9.68635635298285e-13	1.06446018612901	0.215	0.104	4.539307491342e-07	C2	chr4-121689613-121691117
1.07409073577655e-12	0.965400950713061	0.211	0.109	5.03350067416231e-07	C2	chr5-111746889-111748835
1.27219193423583e-12	1.0019967303741	0.21	0.104	5.96186033949004e-07	C2	chr1-235917022-235917848
1.29415349202802e-12	1.39320751994848	0.142	0.054	6.064778568156e-07	C2	chr7-140251629-140253908
1.51577019099684e-12	0.873628654691398	0.27	0.15	7.10333868836658e-07	C2	chr21-36429250-36430682
1.82209118716699e-12	1.27529635787969	0.148	0.062	8.53884770950877e-07	C2	chr5-59193654-59194949
1.92308811263754e-12	1.06920987305382	0.177	0.085	9.01214859137216e-07	C2	chr1-235882106-235884025
2.06533746932943e-12	1.24314823062757	0.191	0.082	9.67877032914382e-07	C2	chr5-177494090-177495804
2.48777510309798e-12	1.15200915835524	0.214	0.096	1.1658435587897e-06	C2	chr6-35369844-35371520
2.56013911824297e-12	1.42943285140648	0.135	0.05	1.19975543484308e-06	C2	chr10-78977687-78978270
2.74175641928877e-12	1.70729841543641	0.125	0.039	1.28486656901487e-06	C2	chr17-41403079-41404623
2.77078570347012e-12	0.636831876150761	0.428	0.282	1.2984705334315e-06	C2	chr20-62602407-62604588
3.81723139124348e-12	1.16253397182007	0.199	0.092	1.78886532964704e-06	C2	chr1-109820986-109822694
4.15074000310433e-12	1.03197323339408	0.264	0.131	1.94515713691478e-06	C2	chr5-139745109-139745677
4.77806186855296e-12	1.56697332097228	0.126	0.043	2.2391383553981e-06	C2	chr7-30168689-30169910
5.37145432996493e-12	1.44669840599551	0.147	0.054	2.51721927119713e-06	C2	chr3-188285418-188286497
5.38717039601528e-12	0.799087634940503	0.355	0.209	2.52458427551424e-06	C2	chr2-227817803-227819606
5.61824359743542e-12	1.77294931712197	0.107	0.031	2.63287187882256e-06	C2	chr2-119255543-119256393
5.92880844960727e-12	0.759516295794898	0.301	0.181	2.778411574931e-06	C2	chr5-150640008-150641665
5.98986074308864e-12	1.45070030474361	0.141	0.052	2.80702245017289e-06	C2	chr5-38871818-38872557
6.35274648808106e-12	0.868032215788928	0.255	0.14	2.97708123396294e-06	C2	chr3-141331126-141332437
6.94212367382236e-12	1.27235855100865	0.132	0.054	3.2532804751397e-06	C2	chr6-43923439-43924842
7.27563074760052e-12	1.12451230812313	0.193	0.086	3.40957156161729e-06	C2	chr17-47239493-47241199
9.47679973472732e-12	0.852125462816299	0.178	0.097	4.44110318288553e-06	C2	chr14-35365112-35366719
9.52075961394539e-12	1.00968751215909	0.16	0.078	4.46170405712361e-06	C2	chr11-132631871-132634342
1.11181590462445e-11	1.41537843044602	0.151	0.056	5.21029175568251e-06	C2	chr8-101158599-101159759
1.12973009378854e-11	0.943080751694339	0.23	0.121	5.29424284122032e-06	C2	chr5-132389419-132390081
1.21279938127704e-11	1.18810952453516	0.129	0.057	5.68352961248477e-06	C2	chr7-101717058-101719387
1.32088446257224e-11	1.59066447441702	0.11	0.036	6.19004764810767e-06	C2	chr17-50209360-50211148
1.36939941831682e-11	1.09400618544286	0.175	0.081	6.41740280006394e-06	C2	chr17-66275551-66276849
1.67777274546358e-11	0.900956197634091	0.214	0.114	7.86252963933852e-06	C2	chr7-130903458-130904671
1.71062946232692e-11	0.968577351331111	0.205	0.103	8.01650574300802e-06	C2	chr20-51446322-51447787
1.98922758772108e-11	1.53499486802969	0.122	0.042	9.32209735206144e-06	C2	chr9-130961709-130963447
2.06449905479077e-11	1.12750364612266	0.208	0.097	9.67484127547542e-06	C2	chr5-150316775-150317714
2.13052298906171e-11	1.25570320375049	0.118	0.049	9.98424857840999e-06	C2	chr4-38160156-38161705
2.25434585602626e-11	1.50784673929288	0.104	0.036	1.05645184416373e-05	C2	chr7-98801582-98802830
2.35353909142199e-11	1.52182207026915	0.118	0.041	1.102936670874e-05	C2	chr17-62824623-62825423
2.51206391537491e-11	1.30328622323994	0.209	0.087	1.17722600059823e-05	C2	chr7-80721330-80723211
2.52174706892554e-11	1.02532664529052	0.208	0.105	1.18176380716351e-05	C2	chr7-43646483-43649126
2.57643411733323e-11	0.989808894475259	0.214	0.107	1.20739174397175e-05	C2	chr8-141037275-141039261
3.05323990957384e-11	1.61278121548253	0.149	0.048	1.43083676558368e-05	C2	chr2-27719839-27720624
3.21664372499208e-11	0.974431498811771	0.27	0.139	1.50741253219931e-05	C2	chr15-71746661-71748827
3.40349113441254e-11	0.96016144191392	0.217	0.111	1.59497464682862e-05	C2	chr2-28583590-28584849
3.42728217756813e-11	1.3246245765405	0.141	0.056	1.60612381959158e-05	C2	chr2-9674942-9676464
3.65901566479448e-11	0.983482464089635	0.216	0.109	1.71472085197697e-05	C2	chr1-230083898-230084992
4.53915816179517e-11	1.27236910146104	0.199	0.082	2.12718115020391e-05	C2	chr1-233542966-233544912
4.87597099648936e-11	1.02347643003027	0.192	0.095	2.28502141211381e-05	C2	chr5-172777137-172778579
5.06594757334643e-11	1.01211642896458	0.176	0.087	2.37404994534976e-05	C2	chr14-93958990-93960115
5.47401101688856e-11	1.28854644363307	0.116	0.048	2.56528030883347e-05	C2	chr1-201456387-201457296
5.60942322600614e-11	1.81407297135646	0.115	0.033	2.62873839698003e-05	C2	chr6-161037850-161039188
5.67224347053889e-11	1.49614813493506	0.132	0.047	2.65817778535517e-05	C2	chr17-48971883-48972820
6.34817798617573e-11	1.18023803279881	0.176	0.079	2.97494030148355e-05	C2	chr5-177545456-177546874
6.96068335354438e-11	1.16932292476983	0.167	0.075	3.26197807928815e-05	C2	chr1-93701271-93703091
7.0120706108734e-11	1.47617552591639	0.161	0.058	3.28605963830299e-05	C2	chr20-57698011-57699593
7.1296681376697e-11	1.30781902638271	0.144	0.06	3.34116924968801e-05	C2	chr12-45415266-45415907
7.7450891311413e-11	0.95032038662468	0.227	0.118	3.62957337443761e-05	C2	chr1-68383797-68385563
8.35836529184963e-11	1.17759557535109	0.208	0.092	3.9169723683542e-05	C2	chr22-30195700-30197361
8.6145408090939e-11	1.12885300563816	0.109	0.049	4.03702364482486e-05	C2	chr15-70493765-70495160
8.83200769696581e-11	1.08020911172877	0.158	0.074	4.13893493502139e-05	C2	chr20-45418916-45420346
9.41090483552355e-11	1.04111105208834	0.151	0.072	4.41022292216656e-05	C2	chr12-116381677-116383582
1.0288790887613e-10	1.08971052483847	0.208	0.098	4.82162578487118e-05	C2	chr1-230113383-230114668
1.05159852906249e-10	1.14085026600223	0.204	0.096	4.92809567076026e-05	C2	chr7-36115341-36117653
1.14055935706012e-10	1.06665545826909	0.194	0.092	5.34499190939726e-05	C2	chr6-134435843-134437785
1.36600042004637e-10	1.50058146267572	0.112	0.04	6.40147410845909e-05	C2	chr1-115168484-115169576
1.63636571230909e-10	1.08032617441013	0.178	0.084	7.66848427393695e-05	C2	chr4-48909627-48910014
1.78662226078609e-10	1.07343919679969	0.156	0.074	8.37263003449924e-05	C2	chr2-100290597-100292472
1.78784145906748e-10	1.5340573720523	0.173	0.061	8.37834355121335e-05	C2	chr1-235908548-235909464
1.85528705339489e-10	1.37104333022017	0.144	0.055	8.69441316545392e-05	C2	chr5-141521002-141521799
1.93887412681815e-10	0.917816690732606	0.17	0.09	9.08612643176664e-05	C2	chr3-119637649-119639657
2.13487739658187e-10	1.1478034842278	0.134	0.06	0.000100046545948276	C2	chr2-20514460-20515321
2.16886295956424e-10	0.68101478611998	0.262	0.166	0.000101639207987763	C2	chr15-80159480-80161202
2.27279228561221e-10	1.64614309613491	0.133	0.042	0.000106509637601416	C2	chr11-33690221-33691357
2.34780043937353e-10	1.5400351873699	0.126	0.043	0.000110024737210318	C2	chr16-79372139-79373579
2.43570732964631e-10	0.860397415961914	0.308	0.173	0.000114144309018482	C2	chr17-44137681-44138569
2.63904514515457e-10	0.985768416477446	0.146	0.072	0.000123673308732864	C2	chr21-46060153-46061070
2.68754662925366e-10	1.08184798362704	0.162	0.075	0.000125946228932051	C2	chr16-89921537-89922056
2.7694949378944e-10	1.38791830258994	0.153	0.059	0.000129786564325051	C2	chr4-123831774-123833405
2.91647690404885e-10	0.862189143690767	0.274	0.152	0.000136674565506751	C2	chr12-12890237-12892260
2.94746505413308e-10	0.902228062090581	0.189	0.102	0.000138126760085333	C2	chr3-194322103-194323057
3.19955580546044e-10	1.11002748735738	0.145	0.068	0.000149940463755712	C2	chr1-181112352-181113872
3.24511074719388e-10	0.642846910105906	0.254	0.163	0.000152075300434672	C2	chr1-221439058-221441255
3.31561938085787e-10	1.30412799118756	0.116	0.047	0.000155379539483204	C2	chr22-30212340-30213863
3.66318947260188e-10	0.936922275953275	0.245	0.129	0.000171667681935595	C2	chr2-64837824-64839298
3.74111524791888e-10	0.905294580596631	0.212	0.112	0.000175319509751698	C2	chr5-91313760-91314862
3.8661683292213e-10	0.857887691579575	0.168	0.091	0.000181179859795465	C2	chr20-40506042-40507168
4.23974094499834e-10	1.34930387340435	0.108	0.042	0.000198686555931363	C2	chr17-16417922-16420285
4.2438455546041e-10	0.424944161346239	0.221	0.16	0.000198878909840856	C2	chr2-119223069-119224967
4.27972829070695e-10	0.786249854520319	0.242	0.14	0.000200560478914571	C2	chr11-9565697-9566508
4.33075656641919e-10	1.12480620338023	0.225	0.105	0.000202951811896446	C2	chr1-109197094-109198886
4.47512447499617e-10	1.25458491082571	0.181	0.076	0.000209717310759298	C2	chr4-10106244-10107439
4.50920807207997e-10	0.797666745575207	0.261	0.151	0.000211314566961076	C2	chr12-26237628-26240197
4.6217520245955e-10	0.80458297236629	0.18	0.104	0.000216588702953417	C2	chr15-60392633-60393408
4.73393838376671e-10	1.13968545190638	0.159	0.073	0.000221846081084621	C2	chr17-79038302-79039076
4.98787191042289e-10	1.61691115938252	0.131	0.043	0.000233746142550957	C2	chr13-113409852-113411928
5.5117532034262e-10	0.839397131762043	0.231	0.128	0.000258296739196842	C2	chr7-47481713-47483048
5.83313606785754e-10	1.22855342514528	0.23	0.098	0.000273357672234401	C2	chr6-30768727-30770337
5.87775018016871e-10	1.00724501922448	0.169	0.084	0.000275448418918228	C2	chr6-37242125-37242992
6.22923257166816e-10	1.13744755654283	0.214	0.098	0.000291919903082828	C2	chr12-122946620-122947826
6.31779414566602e-10	0.817333187984219	0.169	0.095	0.000296070155268932	C2	chr16-79612279-79613451
6.32250648043865e-10	0.906918972682428	0.274	0.147	0.000296290988942149	C2	chr1-201714111-201715240
6.51659382252244e-10	1.12401692526049	0.161	0.074	0.000305386484645487	C2	chr1-154431466-154432181
6.5728301450383e-10	1.07225298662954	0.138	0.064	0.000308021881803915	C2	chr16-51538344-51539728
6.86841163288109e-10	0.851314010047454	0.329	0.185	0.000321873687510543	C2	chr1-156126132-156127492
6.87981748088383e-10	1.38384858154157	0.108	0.041	0.000322408198624911	C2	chr2-173159387-173160367
6.90008760538825e-10	1.12803582261663	0.154	0.07	0.000323358115442549	C2	chr20-58622527-58624427
7.26194377038568e-10	1.23812127531389	0.156	0.066	0.000340315744717207	C2	chr7-91556796-91558659
7.27449292245204e-10	0.961691220333389	0.13	0.066	0.000340903834375578	C2	chr1-245585046-245585889
7.31289855458461e-10	1.63645802182739	0.134	0.043	0.000342703633673643	C2	chr6-85464076-85465200
7.90730103133761e-10	0.911468943545079	0.146	0.078	0.000370559057501471	C2	chr7-130887160-130888170
8.16685775804774e-10	1.33821465856375	0.109	0.042	0.000382722638429616	C2	chr16-81711265-81712262
8.21382708367077e-10	1.68573494372312	0.128	0.041	0.000384923757239355	C2	chr11-35029879-35031362
8.82384606738479e-10	0.741141321031369	0.217	0.13	0.000413511015871247	C2	chr7-44980347-44981375
9.17880952930174e-10	1.17038722946958	0.112	0.05	0.000430145633090714	C2	chr2-68831613-68832920
9.30074079153897e-10	0.886698483126061	0.183	0.099	0.000435859685639812	C2	chr9-127919001-127919760
9.33701206663587e-10	0.933993491204286	0.159	0.082	0.00043755946277755	C2	chr2-172098795-172099306
1.01380835238361e-09	0.866538456522053	0.218	0.119	0.000475099994369177	C2	chr20-53926089-53927640
1.07448282650948e-09	1.03796907944315	0.263	0.131	0.000503533812504311	C2	chr10-126061943-126063986
1.11035973753034e-09	0.867298371666683	0.196	0.105	0.000520346773439104	C2	chr7-155204718-155206957
1.16347979232992e-09	0.876128161276452	0.132	0.069	0.000545240371599777	C2	chr1-201538011-201540522
1.25131062748862e-09	1.57216581258937	0.116	0.038	0.000586400448049365	C2	chr5-150789329-150790687
1.42819604173407e-09	1.77935658591643	0.124	0.036	0.000669294082841795	C2	chr5-136016944-136017469
1.50657747662068e-09	1.55901170853485	0.117	0.04	0.000706025896291273	C2	chr2-232979617-232980489
1.51473009713371e-09	1.46002566774167	0.129	0.048	0.000709846450689675	C2	chr1-24266038-24267158
1.52045152770396e-09	0.696489836989439	0.306	0.186	0.00071252767897638	C2	chr2-233972905-233975180
1.61403299133995e-09	1.12625743674584	0.283	0.131	0.000756382666698652	C2	chr11-74672333-74673674
1.72435173358778e-09	1.3372237052482	0.164	0.065	0.000808081228559507	C2	chr12-76019861-76021380
1.72630943566306e-09	1.15435230420761	0.15	0.068	0.000808998664525343	C2	chr2-28610397-28611235
1.73412380395478e-09	0.878624941153968	0.206	0.113	0.000812660704123523	C2	chr6-44064205-44065093
1.7576875777895e-09	0.952295389184042	0.283	0.146	0.000823703371891915	C2	chr11-57424187-57427947
1.76790488524578e-09	1.0344157381142	0.21	0.103	0.000828491498467844	C2	chr20-35305599-35306133
1.83569365385733e-09	0.617644629164905	0.307	0.198	0.000860259281313505	C2	chr1-221839164-221842001
1.87167836734165e-09	1.16904107223695	0.188	0.085	0.000877122761608952	C2	chr17-50289077-50290769
1.98174639369678e-09	0.88141184955944	0.261	0.144	0.00092870383073173	C2	chr2-105403420-105405121
2.04395377686536e-09	0.511148751403134	0.177	0.122	0.000957856014498637	C2	chr6-142884578-142885798
2.14659791487769e-09	0.878841466955285	0.16	0.085	0.00100595803425121	C2	chr5-172436785-172438689
2.25004316597927e-09	1.54715092572261	0.111	0.038	0.0010544354788297	C2	chr17-78337189-78337954
2.33890155554065e-09	0.703685141107811	0.256	0.156	0.00109607709707146	C2	chr1-212485727-212486567
2.52096433035609e-09	0.949266991710023	0.237	0.123	0.00118139699317044	C2	chr8-21683649-21685249
2.5413390553413e-09	0.646886378398477	0.13	0.084	0.00119094518016554	C2	chr17-76446180-76447269
2.54522357670507e-09	1.20201700210039	0.132	0.057	0.00119276557952772	C2	chr18-48330192-48331101
2.70210987593168e-09	1.14681758117421	0.118	0.054	0.00126628704904799	C2	chr2-46150530-46151936
3.44090841406936e-09	1.02652277446676	0.114	0.055	0.00161250946917691	C2	chr1-1207988-1209167
3.47998097869575e-09	0.962894689681879	0.145	0.074	0.00163082000606521	C2	chr8-8310047-8311322
3.48354600756499e-09	0.831585585241536	0.272	0.154	0.00163249068197918	C2	chr1-7470589-7472207
3.62993997135025e-09	1.05087672084668	0.133	0.064	0.0017010951388339	C2	chr20-9050779-9053351
3.71199133088865e-09	1.55426679971862	0.113	0.039	0.00173954678540302	C2	chr12-88298484-88300113
4.02964452535751e-09	0.903130139528299	0.216	0.115	0.00188840828427376	C2	chr5-149133901-149135089
4.20912923639729e-09	1.3974560193698	0.116	0.045	0.00197252002492363	C2	chr12-2294269-2296372
4.25231631191206e-09	1.44324285131879	0.104	0.037	0.00199275874093504	C2	chr1-41782830-41783642
4.52849391977902e-09	1.3862633071926	0.114	0.042	0.00212218357713212	C2	chr5-157389484-157391258
4.75127048025123e-09	0.911779840072835	0.188	0.1	0.00222658313388965	C2	chr6-43926415-43927493
5.05732018234026e-09	1.37185849295289	0.116	0.045	0.00237000689972993	C2	chr8-94258977-94259390
5.20316313768419e-09	1.05145499489343	0.138	0.066	0.0024383531380498	C2	chr12-124453124-124454346
5.3496394102008e-09	0.52773018383909	0.342	0.238	0.00250699616716299	C2	chr7-101126088-101127262
5.40878899655914e-09	1.05133871676792	0.237	0.115	0.00253471537866851	C2	chr11-43830218-43831575
5.45076760294259e-09	0.76979249407763	0.254	0.149	0.00255438777099938	C2	chr4-113467577-113469067
5.72779534264919e-09	0.901813998158545	0.175	0.095	0.00268421100363035	C2	chr2-65319410-65320788
5.75183742772632e-09	1.60373259725793	0.117	0.038	0.00269547782191796	C2	chr11-12085341-12088428
5.9769113556156e-09	0.962525673230704	0.197	0.101	0.00280095399167078	C2	chr2-9800617-9802215
6.19474836288164e-09	1.28172595189741	0.158	0.065	0.00290303873054886	C2	chr1-42936340-42937495
6.35573821917296e-09	0.771790578805758	0.218	0.128	0.0029784832459128	C2	chr1-155961549-155963098
6.42477192080407e-09	0.666069888482934	0.304	0.194	0.00301083444047449	C2	chr1-153607839-153610013
6.80460030615089e-09	0.941351102545188	0.128	0.067	0.00318883303687119	C2	chr12-87754977-87757647
6.88828302740581e-09	0.955643225837701	0.213	0.107	0.00322804918685016	C2	chr11-19679533-19680676
7.01529254156682e-09	1.01488611528313	0.173	0.085	0.00328756952846192	C2	chr20-23147686-23148765
7.07538263230458e-09	0.91951866958576	0.147	0.077	0.00331572948759426	C2	chr20-31696016-31696499
7.16483396643338e-09	0.950812267634095	0.162	0.086	0.00335764897685571	C2	chr1-208184056-208185085
7.49763720745149e-09	1.15472330608291	0.109	0.048	0.00351361022689078	C2	chr8-100442650-100444345
7.57525205306608e-09	0.627373332620373	0.26	0.168	0.00354998279437631	C2	chr12-75953218-75954639
7.72738821355089e-09	1.40355386481262	0.133	0.051	0.00362127821112814	C2	chr12-89162349-89163218
8.04065974207582e-09	1.05915963255011	0.173	0.082	0.00376808633426925	C2	chr2-26696281-26696719
8.12370155340826e-09	0.889812676300402	0.221	0.118	0.00380700213527216	C2	chr10-122140382-122141725
8.33049224769923e-09	1.15477616144712	0.158	0.07	0.00390391025154704	C2	chr12-108853926-108854840
8.37744889705569e-09	0.574988758545053	0.188	0.124	0.00392591549917831	C2	chr2-239464619-239466277
8.65911945155479e-09	1.20009592028955	0.115	0.049	0.00405791448946267	C2	chr14-96267950-96269619
9.02700967292382e-09	1.14745380396435	0.132	0.059	0.00423031851601262	C2	chr5-174837530-174838572
9.64817482406237e-09	0.899541728086119	0.148	0.079	0.00452141451962552	C2	chr2-74739766-74742003
9.84785490714188e-09	1.31020763134894	0.154	0.063	0.00461499039727899	C2	chr10-33155333-33156576
1.00245163016387e-08	0.736814839836072	0.208	0.126	0.00469777904992064	C2	chr2-99880048-99880939
1.03420548960689e-08	0.772005345010526	0.182	0.105	0.00484658684388985	C2	chr1-221886266-221887595
1.06350677873363e-08	0.902774192340173	0.168	0.089	0.00498390118211164	C2	chr16-88241890-88243215
1.06425281675704e-08	0.536728581476113	0.314	0.214	0.00498739733264033	C2	chr13-110868560-110870759
1.12288764891304e-08	0.960290291917823	0.205	0.106	0.00526217716022471	C2	chr6-37133705-37135097
1.12591694184976e-08	0.538561804522912	0.326	0.224	0.00527637330542109	C2	chr16-85514166-85516326
1.16509887870529e-08	1.23985968430553	0.129	0.055	0.00545999122428779	C2	chr13-30742960-30744933
1.1809243229833e-08	1.24213579915423	0.151	0.065	0.00553415384555341	C2	chr18-77067124-77068108
1.20998755650765e-08	0.824715397479259	0.131	0.076	0.00567035258618623	C2	chr7-158430245-158433222
1.21029763565348e-08	1.12157942952901	0.121	0.055	0.00567180570698657	C2	chr7-19957738-19958945
1.35704883484238e-08	1.58030426860258	0.102	0.034	0.0063595243842335	C2	chr18-77065183-77065914
1.43624085865803e-08	0.988037434329311	0.11	0.054	0.00673064117352053	C2	chr7-47226745-47228241
1.44531366212501e-08	0.623572748345852	0.274	0.179	0.0067731589616798	C2	chr13-98484042-98485287
1.48674684003732e-08	0.99446949834631	0.177	0.087	0.0069673268489985	C2	chr2-43293031-43295407
1.53425046636683e-08	1.17149988684487	0.135	0.062	0.0071899426180302	C2	chr20-50438985-50439812
1.56520203615746e-08	0.974609369065584	0.134	0.066	0.00733499065002436	C2	chr6-30681872-30683022
1.58817825474223e-08	1.28986179112549	0.123	0.049	0.00744266387341596	C2	chr2-55861550-55863097
1.60735132612699e-08	1.15236281797074	0.122	0.055	0.00753251444611567	C2	chr15-40266424-40267438
1.71194776810733e-08	1.15498022351966	0.163	0.075	0.00802268370620368	C2	chr8-125555995-125557954
1.8403865952262e-08	0.952918060510214	0.167	0.086	0.0086245852973426	C2	chr13-110094150-110095173
1.88561676908183e-08	1.44354223067459	0.113	0.041	0.00883654700878047	C2	chr7-102875344-102876361
1.88624832192555e-08	0.696517527307544	0.16	0.096	0.00883950664855647	C2	chr6-143396546-143398190
1.96335442309584e-08	0.899315843437712	0.206	0.11	0.00920084819940979	C2	chr2-84919029-84920718
2.04230365631631e-08	1.34974750557068	0.115	0.045	0.00957082720155854	C2	chr3-134426493-134428024
2.08389530208786e-08	1.05370541672536	0.129	0.063	0.0097657377152213	C2	chr20-52922203-52923803
2.09869459275811e-08	1.37461730673888	0.135	0.052	0.00983509148309639	C2	chr20-6650773-6652098
2.10507859056172e-08	0.687739031324785	0.182	0.113	0.00986500874816349	C2	chr16-23504026-23505560
2.10972923251762e-08	0.915549126772847	0.173	0.091	0.00988680300505498	C2	chr7-2862747-2865541
2.12567919559971e-08	1.09859382952806	0.114	0.052	0.00996154915754697	C2	chr20-22411323-22412419
2.1452035641866e-08	1.21676055335979	0.105	0.045	0.010053046010812	C2	chr1-222817382-222817906
2.17756299877582e-08	0.528284448135366	0.376	0.26	0.0102046917055331	C2	chr17-81422621-81423715
2.21616096271434e-08	0.789793909072702	0.224	0.129	0.0103855729579586	C2	chr12-3168382-3169199
2.37170590924582e-08	0.857148303478103	0.216	0.119	0.0111145016854396	C2	chr14-68547289-68549314
2.42906886898705e-08	0.994509460257246	0.105	0.052	0.0113833211500453	C2	chr15-59169063-59170662
2.43110356541014e-08	0.719341453964155	0.207	0.126	0.0113928563275459	C2	chr12-54431815-54433189
2.43485732250196e-08	0.802434855506674	0.183	0.105	0.0114104475218677	C2	chr2-174023621-174026304
2.47812928368571e-08	0.945141109275198	0.165	0.085	0.0116132324808435	C2	chr6-34243832-34244863
