motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	motif.name	p.adjust
MA0879.1	292	659	7.66002098635887	6.59	1.16237040764171	0.000452116821049269	Dlx1	0.00143523041916066
MA0691.1	636	1515	16.6841552990556	15.15	1.10126437617529	0.000457699951471856	TFAP4	0.00144679730422883
MA0488.1	708	1698	18.5729275970619	16.98	1.09381199040412	0.000501589312168908	JUN	0.00157884230750213
MA0030.1	552	1305	14.4805876180483	13.05	1.10962357226424	0.000506519780801082	FOXF2	0.00158766284234289
MA1468.1	308	700	8.0797481636936	7	1.15424973767051	0.000560791474523721	ATOH7	0.00175042025102383
MA1654.1	1336	3308	35.0472193074502	33.08	1.05946854012848	0.000567737277464093	ZNF16	0.00176471670411755
MA0718.1	300	681	7.86988457502623	6.81	1.15563650147228	0.000601375078525064	RAX	0.00186151787792406
MA0784.1	668	1600	17.5236096537251	16	1.09522560335782	0.000638980554088905	POU1F1	0.001969749972522
MA1539.1	536	1268	14.0608604407135	12.68	1.10890066567141	0.000661907059790145	NR2F6(var.3)	0.00203202743458209
MA1467.1	944	2303	24.7639034627492	23.03	1.07528890415759	0.000689585342877272	ATOH1(var.2)	0.00210832240076412
MA0152.1	1364	3384	35.7817418677859	33.84	1.05738007883528	0.000700473826387926	NFATC2	0.00213287132443018
MA0659.2	764	1846	20.0419727177335	18.46	1.08569733032142	0.000781208368737429	MAFG	0.00236903025641513
MA1559.1	1220	3014	32.0041972717734	30.14	1.06185126980004	0.000787900962184328	SNAI3	0.00237965229874295
MA0667.1	512	1211	13.4312696747114	12.11	1.10910567090928	0.000867983080134416	MYF6	0.00261094910395272
MA0811.1	1228	3037	32.2140608604407	30.37	1.06071981759765	0.000906052168211173	TFAP2B	0.00271451774090576
MA0897.1	440	1032	11.5424973767051	10.32	1.11845904813034	0.000955752500168873	Hmx2	0.00285196546050392
MA0524.2	1232	3049	32.3189926547744	30.49	1.05998664003852	0.000999390758204733	TFAP2C	0.0029703008192061
MA1585.1	408	953	10.7030430220357	9.53	1.12308950913281	0.001023317167275	ZKSCAN1	0.0030293436777268
MA1112.2	904	2207	23.7145855194124	22.07	1.07451678837392	0.00103847008307041	NR4A1	0.00306205012636572
MA1139.1	328	755	8.60440713536202	7.55	1.13965657422013	0.00105633683304054	FOSL2::JUNB(var.2)	0.00310246959625293
MA0605.2	372	864	9.75865687303253	8.64	1.12947417511951	0.00106877019114613	ATF3	0.00312667671605886
MA0868.2	492	1164	12.906610703043	11.64	1.1088153524951	0.00113270549269819	SOX8	0.00330077459981583
MA1572.1	372	865	9.75865687303253	8.65	1.12816842462804	0.00117794777247759	TGIF2LY	0.00341925695824235
MA1518.1	304	697	7.97481636935992	6.97	1.14416303721089	0.00119564302630674	LHX1	0.00344797809733473
MA0671.1	656	1578	17.208814270724	15.78	1.090545898018	0.00119708622950361	NFIX	0.00344797809733473
MA0901.2	856	2087	22.4554039874082	20.87	1.07596569177806	0.00123153062539966	HOXB13	0.00353354556364671
MA1542.1	420	985	11.0178384050367	9.85	1.11856227462302	0.001241855356342	OSR1	0.00354951760854839
MA0503.1	896	2190	23.504721930745	21.9	1.07327497400662	0.00129653431029407	Nkx2-5(var.2)	0.00369165876137166
MA0766.2	432	1016	11.3326337880378	10.16	1.11541671142104	0.00136408928722583	GATA5	0.00386924185654171
MA0842.2	496	1177	13.0115424973767	11.77	1.10548364463693	0.00145017572514042	NRL	0.00409784504149529
MA0826.1	168	368	4.40713536201469	3.68	1.19759113098225	0.00158518074626021	OLIG1	0.00444724276033539
MA0142.1	736	1785	19.3074501573977	17.85	1.08164986876178	0.00158574607808206	Pou5f1::Sox2	0.00444724276033539
MA0497.1	1332	3316	34.9422875131165	33.16	1.05374811559459	0.00161301794071907	MEF2C	0.00450678420890046
MA0773.1	1012	2491	26.5477439664218	24.91	1.06574644586198	0.00163265467421544	MEF2D	0.00454462830956986
MA0520.1	864	2115	22.6652675760755	21.15	1.07164385702485	0.00199304357946793	Stat6	0.0055271766181527
MA0660.1	900	2208	23.6096537250787	22.08	1.06927779551987	0.00210289829889154	MEF2B	0.00581023011471515
MA1472.1	872	2137	22.8751311647429	21.37	1.07043196840163	0.00219124405710086	BHLHA15(var.2)	0.00601193954124354
MA0048.2	1196	2970	31.3746065057712	29.7	1.05638405743338	0.00219202085149898	NHLH1	0.00601193954124354
MA0059.1	536	1283	14.0608604407135	12.83	1.09593612164564	0.0022122751399962	MAX::MYC	0.00604526466826801
MA1628.1	1768	4458	46.3798530954879	44.58	1.0403735553048	0.00239868659128697	Zic1::Zic2	0.00653073064635065
MA0892.1	356	833	9.3389296956978	8.33	1.12112001148833	0.00245295977335194	GSX1	0.00665421087607473
MA0878.2	436	1033	11.4375655823715	10.33	1.1072183526013	0.0024838360691434	CDX1	0.00671355691152528
MA1558.1	1328	3315	34.8373557187828	33.15	1.05090062500099	0.00265375230960267	SNAI1	0.00714692860275665
MA0880.1	316	735	8.28961175236097	7.35	1.12783833365455	0.00279652526509724	Dlx3	0.00750434477612426
MA0035.4	388	915	10.1783840503673	9.15	1.11239169949369	0.00297890619377728	GATA1	0.00796510401633639
MA0735.1	528	1267	13.8509968520462	12.67	1.09321206409204	0.00302832949555639	GLIS1	0.00806833501316095
MA0159.1	912	2245	23.9244491080797	22.45	1.06567702040444	0.00305066053258347	RARA::RXRA	0.0080989066096344
MA1562.1	332	776	8.7093389296957	7.76	1.12233749094017	0.00315102336497067	SOX14	0.00831483627164043
MA0805.1	660	1602	17.3137460650577	16.02	1.08075818133943	0.00315428775452311	TBX1	0.00831483627164043
MA0795.1	212	480	5.5613850996852	4.8	1.15862189576775	0.00318524353375872	SMAD3	0.00836687209923944
MA0017.2	1280	3195	33.5781741867786	31.95	1.05096006844377	0.00331566810829734	NR2F1	0.00867890669750814
MA0699.1	288	668	7.55508919202518	6.68	1.13100137605167	0.00353086379695219	LBX2	0.00920987549834382
MA1557.1	180	403	4.72193074501574	4.03	1.17169497394932	0.00358609963022433	SMAD5	0.0093213600144507
MA0634.1	320	748	8.39454354669465	7.48	1.12226518003939	0.00373768930057481	ALX3	0.00968165353551669
MA1631.1	1632	4113	42.8121720881427	41.13	1.04089890805112	0.0038997456163623	ASCL1(var.2)	0.0100664713834127
MA1573.1	1076	2674	28.2266526757608	26.74	1.05559658473301	0.00454860993221364	THAP11	0.0116744981885037
MA0757.1	460	1101	12.0671563483736	11.01	1.09601783363974	0.00456558629633197	ONECUT3	0.0116744981885037
MA0670.1	596	1445	15.6348373557188	14.45	1.08199566475563	0.00456964272257786	NFIA	0.0116744981885037
MA1149.1	920	2273	24.1343126967471	22.73	1.0617823447755	0.00466492583155416	RARA::RXRG	0.0118772514346055
MA1125.1	1776	4493	46.5897166841553	44.93	1.03694005528946	0.00469729310774426	ZNF384	0.011918981831215
MA0812.1	1244	3109	32.6337880377754	31.09	1.04965545312883	0.00477108274833048	TFAP2B(var.2)	0.0120651787466256
MA0905.1	300	701	7.86988457502623	7.01	1.1226654172648	0.00481224814798779	HOXC10	0.0121281659405368
MA0688.1	592	1436	15.5299055613851	14.36	1.08146974661456	0.00493507284098799	TBX2	0.012395839526522
MA0601.1	508	1224	13.3263378803778	12.24	1.0887530948021	0.00522644559860237	Arid3b	0.0130554375424682
MA0886.1	220	504	5.77124868835257	5.04	1.14508902546678	0.0052326753688981	EMX2	0.0130554375424682
MA0091.1	552	1336	14.4805876180483	13.36	1.08387631871619	0.00544879697311188	TAL1::TCF3	0.0135493418064715
MA1601.1	1256	3143	32.9485834207765	31.43	1.04831636718983	0.00551220572608263	ZNF75D	0.0136614799722845
MA1117.1	724	1775	18.9926547743966	17.75	1.07000871968432	0.00588802187150745	RELB	0.0145445838282932
MA0149.1	2468	6319	64.7429171038825	63.19	1.02457536166929	0.00606388657736562	EWSR1-FLI1	0.014929568933052
MA0844.1	280	654	7.34522560335782	6.54	1.12312318094156	0.00618908828352131	XBP1	0.0151876969062727
MA0793.1	392	934	10.2833158447009	9.34	1.10099741377954	0.00624375617039004	POU6F2	0.0152716134528229
MA0656.1	408	975	10.7030430220357	9.75	1.09774800226007	0.00663289769077647	JDP2(var.2)	0.0161703976382982
MA0738.1	1024	2548	26.8625393494229	25.48	1.0542597860841	0.00690354818593616	HIC2	0.0167585792371242
MA0003.4	1628	4115	42.707240293809	41.15	1.03784302050569	0.00691909169575639	TFAP2A	0.0167585792371242
MA0768.1	760	1871	19.9370409233998	18.71	1.06558209104221	0.00740459771146895	LEF1	0.0178764721448409
MA1657.1	560	1361	14.6904512067156	13.61	1.07938656919292	0.00744251872292916	ZNF652	0.0179100611848553
MA0500.2	928	2303	24.3441762854145	23.03	1.0570636684939	0.00774627996173114	MYOG	0.0185811088471107
MA0052.4	1356	3412	35.5718782791186	34.12	1.04255211837979	0.00866969084962603	MEF2A	0.0207294531212212
MA0111.1	792	1956	20.7764952780693	19.56	1.06219301012624	0.008758788262409	Spz1	0.0208755784145595
MA0673.1	568	1385	14.900314795383	13.85	1.07583500327675	0.00939839015138394	NKX2-8	0.0223286594042434
MA1619.1	772	1908	20.2518363064008	19.08	1.06141699719082	0.0104637600365263	Ptf1a(var.2)	0.0247808412293608
MA0038.2	664	1632	17.4186778593914	16.32	1.06732094726663	0.0107348702770941	GFI1	0.0253424469199754
MA1496.1	332	791	8.7093389296957	7.91	1.10105422625736	0.0114028767347766	HOXA4	0.0268345301077076
MA1528.1	1108	2777	29.0661070304302	27.77	1.04667292151351	0.0123736801101013	NFIX(var.2)	0.0290275640318729
MA1155.1	932	2323	24.4491080797482	23.23	1.0524799001183	0.0126265919447659	ZSCAN4	0.0295280175260044
MA0078.1	444	1077	11.6474291710388	10.77	1.08146974661456	0.0145878692316136	Sox17	0.0340079701461991
MA1129.1	296	705	7.76495278069255	7.05	1.10141174194221	0.0160607798722582	FOSL1::JUN(var.2)	0.0373250522887994
MA0853.1	256	605	6.71563483735572	6.05	1.11002228716623	0.0162413407363274	Alx4	0.0376274540040381
MA0867.2	900	2246	23.6096537250787	22.46	1.05118671972746	0.0164244598788267	SOX4	0.0379338918563614
MA0083.3	260	616	6.8205666316894	6.16	1.10723484280672	0.0176748515119051	SRF	0.0406958000860532
MA1579.1	1172	2951	30.7450157397691	29.51	1.04185075363501	0.0178477611518951	ZBTB26	0.0409674763671192
MA0138.2	1224	3086	32.109129066107	30.86	1.04047728665285	0.0179515774651144	REST	0.0410793766532987
MA0810.1	1480	3752	38.8247639034628	37.52	1.03477515734176	0.0181965223589738	TFAP2A(var.2)	0.0415125555957018
MA0614.1	432	1051	11.3326337880378	10.51	1.07827153073623	0.0194442198379329	Foxj2	0.0442237438996887
MA1478.1	300	718	7.86988457502623	7.18	1.09608420264989	0.0202000115650847	DMRTA2	0.0458030657372437
MA0682.2	408	991	10.7030430220357	9.91	1.08002452290976	0.0205633835645139	PITX1	0.0464857095125072
MA0834.1	328	789	8.60440713536202	7.89	1.090545898018	0.0209558465177257	ATF7	0.0472297930580766
MA0833.2	516	1266	13.5362014690451	12.66	1.06921022662284	0.0210863918685734	ATF4	0.0473808684757703
MA1136.1	316	759	8.28961175236097	7.59	1.09217546144413	0.0213300125622792	FOSB::JUNB(var.2)	0.0477843524668476
