motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	motif.name	p.adjust
MA0722.1	200	534	6.35324015247776	5.34	1.18974534690595	0.00149268618128656	VAX1	0.00467875584554525
MA0723.1	200	534	6.35324015247776	5.34	1.18974534690595	0.00149268618128656	VAX2	0.00467875584554525
MA0743.2	540	1555	17.15374841169	15.55	1.10313494608939	0.00158070661607915	SCRT1	0.0049339097150777
MA1606.1	608	1763	19.3138500635324	17.63	1.09551049708068	0.00158731679841642	Foxf1	0.0049339097150777
MA0468.1	376	1060	11.9440914866582	10.6	1.126801083647	0.00186054122449578	DUX4	0.00575918569906163
MA0791.1	520	1497	16.5184243964422	14.97	1.10343516342299	0.00190570044505722	POU4F3	0.00587459723972186
MA0796.1	452	1291	14.3583227445997	12.91	1.11218611499611	0.00201719494807197	TGIF1	0.00619270547844316
MA0077.1	332	929	10.5463786531131	9.29	1.13523989807461	0.00204414394619014	SOX9	0.00624971878630264
MA0744.2	572	1658	18.1702668360864	16.58	1.09591476695334	0.00216381279331564	SCRT2	0.0065885891584223
MA0903.1	320	894	10.1651842439644	8.94	1.13704521744568	0.00220333721680715	HOXB3	0.00668166489324445
MA0659.2	636	1856	20.2033036848793	18.56	1.08854006922841	0.00237857047185632	MAFG	0.00718386061540411
MA0911.1	196	527	6.22617534942821	5.27	1.18143744770934	0.00241087965387162	Hoxa11	0.00725208153946867
MA1139.1	272	752	8.64040660736976	7.52	1.14899024034172	0.0024656806046787	FOSL2::JUNB(var.2)	0.00738713948229042
MA0805.1	544	1575	17.2808132147395	15.75	1.09719448982473	0.00253431497161778	TBX1	0.00756239587530747
MA0105.4	812	2401	25.7941550190597	24.01	1.07430883044813	0.00259120221215606	NFKB1	0.00770134203294191
MA0032.2	620	1809	19.6950444726811	18.09	1.08872550982206	0.00268360670343407	FOXC1	0.00794432778080086
MA0901.2	708	2082	22.4904701397713	20.82	1.08023391641553	0.00297773831553161	HOXB13	0.00878020862998649
MA0777.1	116	297	3.6848792884371	2.97	1.24070009711687	0.00299731820568635	MYBL2	0.00880314717103156
MA0463.2	492	1420	15.6289707750953	14.2	1.10063174472502	0.00319164884109729	BCL6	0.00933713739395521
MA0106.3	288	803	9.14866581956798	8.03	1.13931081190137	0.00320590712260811	TP53	0.00934221372447518
MA0881.1	244	672	7.75095298602287	6.72	1.15341562292007	0.00325600905257647	Dlx4	0.00945129475961885
MA1126.1	360	1020	11.43583227446	10.2	1.12116002690784	0.00335052911152638	FOS::JUN(var.2)	0.00968796402014993
MA0681.2	556	1619	17.6620076238882	16.19	1.09092079208698	0.00384674027675653	PHOX2B	0.011045236958315
MA0816.1	996	2982	31.6391359593393	29.82	1.06100388864317	0.00384954639297843	Ascl2	0.011045236958315
MA0755.1	116	300	3.6848792884371	3	1.2282930961457	0.00439896487010032	CUX2	0.0125732865635818
MA1123.2	624	1831	19.8221092757306	18.31	1.08258379441456	0.00452450036702917	TWIST1	0.0128827376862739
MA1542.1	360	1025	11.43583227446	10.25	1.11569095360585	0.00471957420632956	OSR1	0.0133870812088283
MA1501.1	232	641	7.36975857687421	6.41	1.14972832712546	0.00483988789590025	HOXB7	0.0136763498876575
MA0727.1	352	1002	11.1817026683609	10.02	1.11593839005597	0.00511597180991331	NR3C2	0.014401943283756
MA1145.1	384	1099	12.1982210927573	10.99	1.10993822500066	0.005136561009109	FOSL2::JUND(var.2)	0.0144055432811854
MA1642.1	748	2217	23.7611181702668	22.17	1.07176897475268	0.00521981062194495	NEUROG2(var.2)	0.0145841899774192
MA0762.1	504	1467	16.010165184244	14.67	1.09135413662195	0.00581026245783985	ETV2	0.0161733425132408
MA1495.1	112	291	3.55781448538755	2.91	1.22261666164521	0.0059887661853985	HOXA1	0.0165341263758461
MA0904.2	112	291	3.55781448538755	2.91	1.22261666164521	0.0059887661853985	HOXB5	0.0165341263758461
MA0914.1	336	956	10.6734434561626	9.56	1.11646898077015	0.0060063649435044	ISL2	0.0165341263758461
MA0823.1	420	1212	13.3418043202033	12.12	1.1008089373105	0.00639863473351983	HEY1	0.0175491967323742
MA1470.1	220	609	6.98856416772554	6.09	1.14754748238515	0.00659732076171992	BACH2(var.2)	0.0180278435466779
MA0465.2	480	1396	15.2477763659466	13.96	1.09224759068386	0.00667944280866752	CDX2	0.0181856362600948
MA0731.1	532	1557	16.8996188055909	15.57	1.08539619817539	0.00726264089494938	BCL6B	0.0197015640277536
MA0143.4	400	1155	12.7064803049555	11.55	1.10012816493121	0.00810153487739473	SOX2	0.0218976268787553
MA1153.1	432	1253	13.722998729352	12.53	1.09521139100973	0.00827689682757161	Smad4	0.0222194035902619
MA1154.1	668	1979	21.2198221092757	19.79	1.07224972760362	0.00828015308055338	ZNF282	0.0222194035902619
MA0698.1	728	2165	23.1257941550191	21.65	1.06816601177917	0.00832544919374022	ZBTB18	0.0222608784893556
MA1552.1	364	1046	11.5628970775095	10.46	1.1054394911577	0.00837451137557329	RARB(var.3)	0.0223120910220631
MA1105.2	560	1646	17.7890724269377	16.46	1.08074559094397	0.00843505611136045	GRHL2	0.0223934229860317
MA1467.1	768	2290	24.3964421855146	22.9	1.06534682032815	0.00864156571337861	ATOH1(var.2)	0.0227848533958242
MA1603.1	376	1083	11.9440914866582	10.83	1.10287086672744	0.00864358379493061	Dmrt1	0.0227848533958242
MA1597.1	984	2964	31.2579415501906	29.64	1.05458642207121	0.00883171805485642	ZNF528	0.0231988086933905
MA0892.1	288	817	9.14866581956798	8.17	1.11978773801322	0.00901568537953756	GSX1	0.0235989519057369
MA1581.1	1216	3694	38.6277001270648	36.94	1.04568760495573	0.00951875061514487	ZBTB6	0.0248286292269163
MA0894.1	204	566	6.48030495552732	5.66	1.14493020415677	0.00968302158870203	HESX1	0.0251691083803893
MA1117.1	592	1748	18.8055908513342	17.48	1.07583471689555	0.00996215727248226	RELB	0.0258047546016381
MA0822.1	456	1330	14.4853875476493	13.3	1.0891268832819	0.0101064222847354	HES7	0.0260878582159607
MA0597.1	868	2607	27.5730622617535	26.07	1.05765486236109	0.0110050524506665	THAP1	0.0283095487179213
MA0611.1	380	1101	12.0711562897077	11.01	1.09638113439671	0.0122029924856008	Dux	0.0312832728325024
MA0483.1	836	2510	26.5565438373571	25.1	1.05802963495446	0.0123459567873389	Gfi1b	0.0315413827512152
MA0730.1	664	1976	21.0927573062262	19.76	1.06744723209647	0.012745006693695	RARA(var.2)	0.0324497440051075
MA1565.1	924	2786	29.3519695044473	27.86	1.0535523870943	0.0129824327348327	TBX18	0.0329418191162762
MA1125.1	1480	4537	47.0139771283354	45.37	1.03623489372571	0.0133540247236587	ZNF384	0.0337698387927098
MA0757.1	400	1165	12.7064803049555	11.65	1.09068500471721	0.0143697062337924	ONECUT3	0.0362155434135445
MA1112.2	704	2103	22.3634053367217	21.03	1.06340491377659	0.0144621698753795	NR4A1	0.0363258542997748
MA0633.1	268	764	8.5133418043202	7.64	1.11431175449217	0.0148879757648714	Twist2	0.0372698990623962
MA0847.2	624	1856	19.8221092757306	18.56	1.06800157735618	0.0151910161351961	FOXD2	0.0379013312269441
MA1635.1	1076	3267	34.1804320203304	32.67	1.04623299725529	0.015522552454709	BHLHE22(var.2)	0.0385994137707096
MA0482.2	460	1351	14.6124523506989	13.51	1.08160269065128	0.0159853712789631	GATA4	0.0396182291498554
MA0833.2	428	1253	13.5959339263024	12.53	1.08507054479668	0.0161935643652016	ATF4	0.0400013212464913
MA1646.1	1016	3080	32.274459974587	30.8	1.04787207709698	0.0162719053093314	OSR2	0.0400621827087829
MA1608.1	272	778	8.64040660736976	7.78	1.11059210891642	0.0168689496537579	Isl1	0.0413955146108663
MA0891.1	312	900	9.91105463786531	9	1.10122829309615	0.017526285290777	GSC2	0.0427958173407603
MA0689.1	500	1476	15.8831003811944	14.76	1.07609081173404	0.017554316496344	TBX20	0.0427958173407603
MA1588.1	468	1379	14.866581956798	13.79	1.0780697575633	0.0189326711592967	ZNF136	0.0460057742177047
MA0521.1	1244	3802	39.5171537484117	38.02	1.03937805755949	0.0194023419821696	Tcf12	0.0469939841516185
MA0753.2	1624	5005	51.5883100381194	50.05	1.03073546529709	0.0195118347102664	ZNF740	0.0471062417276982
MA1120.1	420	1233	13.3418043202033	12.33	1.08206036660205	0.0204805385136923	SOX13	0.0491663718582006
MA0679.2	460	1356	14.6124523506989	13.56	1.07761448014003	0.0204969727183651	ONECUT1	0.0491663718582006
